"","council","lat","long","artist","title","location","year","url","img","yearrange","historic"
"166","Dublin City Council",53.349102,-6.241074,"Anna Entrambasaguas","Off the Rails","Mayor Street/Guild Street, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anna-entrambasaguas-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f65e1a45087190a20fd7f_Off%20the%20Rails%20by%20Anna%20Entrambasaguas%203.jpg","2018 - 2021",1
"167","Dublin City Council",53.322349,-6.23729,"Fiona Aryan","Fox on a Box","Donnybrook Road",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/fiona-aryan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d9d48d2e06755f4b17803_Fox%20on%20a%20Box%20by%20Fiona%20Aryan%20%20(11).jpg","2016",0
"168","Dublin City Council",53.321407,-6.235079,"Jan Jan Cacho & Kaitlin Walsh","Night & Day","Donnybrook Road, Donnybrook, Dublin 4",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jan-jan-cacho-kaitlin-walsh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2da38612d935119cefaf1f_Night%20%26%20Day%20%20by%20Jan%20Jan%20Cacho%20%26%20Kaithlin%20Walsh%20(5)%20-%20DC.jpg","2016",0
"169","Dublin City Council",53.319544,-6.232608,"Tara O'Brien","Dublin Soup","Donnybrook, Road, Donnybrook, Dublin 4",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tara-obrien","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f245d842db371a8deaa78_Dublin%20Soup%20by%20Tara%20O%27Brien%20%20(11).jpg","2016",0
"170","Dublin City Council",53.33722,-6.286477,"Pablo Pineda-Vadillo","Rainbow in Ireland","Donore Avenue, Cork Street,",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pablo-pineda-vadillo","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5ed8f1c7fba487b47188e97c_Rainbow%20in%20Ireland%20by%20Pablo%20Pineda-Vadillo%201.jpg","2017 - 2020",1
"171","Dublin City Council",53.33722,-6.286477,"Laura Alloza","Questions?","Donore Avenue, Cork Street, Dublin 8.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/laura-alloza","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ac4d3a3e62d2304c021c0_%E2%80%98Questions%E2%80%99%20by%20Laura%20Alloza%20%E2%80%93%20DCC%20-%202020%20(9).jpg","2020",0
"172","Dublin City Council",53.358642,-6.273283,"Vinicius Bustamante","Flower Pattern","Donore Street, South Circular Road, Dublin 8",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/vinicius-bustamante-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fbe7809178b6cd8866d9a85_Green%20by%20Vini%20Bustamante.jpg","2018",0
"173","Dublin City Council",53.349102,-6.241074,"Marta Okulicz","A Tale in the Wall","Mayor Street/Guild Street, Dublin 1",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/marta-okulicz","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616ea697037fed590cde1732_A%20tale%20in%20the%20wall%20by%20Marta%20Okulicz%20(3).jpg","2021",0
"174","Dublin City Council",53.349296,-6.252146,"Rachel Harbron","Throwback","Custom House Quay, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rachel-harbron","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303f1cca409ab96bb08989_Throwback%20by%20Rachel%20Harbon%20_.jpg","2018",0
"175","Dublin City Council",53.349445,-6.253449,"Danielle Townsend","Errors are for Discovery","Gardiner Street Lower (Custom House) Dublin 1",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/danielle-townsend","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fc78230a8b9722f00bbc1a3_Errors%20are%20for%20Discovery%20By%20Danielle%20Townsend%20-%202015%20-%203.jpg","2015 - 2018",1
"176","Dublin City Council",53.349445,-6.253449,"Ronan Connor","Proud as Punt","Gardiner Street Lower (Custom House) Dublin 1",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ronan-connor","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616f1eadfb943265d0c597b6_Proud%20as%20Punt%20by%20Ronan%20Connor%20%E2%80%98R%C3%B3%E2%80%99%20(6).jpg","2021",0
"177","Fingal County Council",53.61301,-6.188883,"Patrick Dalton","Seagull Photobomber","Drogheda Street/Lambeecher, Balbriggan, North Dublin",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/patrick-dalton","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25b8209b89b613f6496835_Seagull%20Photobomber%20by%20Patrick%20Dalton.jpg","2018",0
"178","Dublin City Council",53.370772,-6.253848,"Umberto Castillo and Mark Murray","Living in a box . . . in it together","Drumcondra - St Patrick's College, Drumcondra, Dublin 9.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/umberto-castillo-and-mark-murray","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e39a522a838ed3bd90e3fc8_Living%20in%20a%20box%20.%20.%20.%20in%20it%20together%20by%20Umberto%20Castillo%20and%20Mark%20Murray%202017%201.jpg","2017 - 2019",1
"179","Dublin City Council",53.36753,-6.255518,"Saoirse Mc Caul","Commuter Circu","Drumcondra Road Lower - Botanic Road, Dublin 9",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/saoirse-mc-caul","","2019",0
"180","Dublin City Council",53.349842,-6.27983,"Lily & Ronan Coyle","Box Accordion","Queens Street, Smithfield, Dublin 7",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ronan-coyle","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9db66970ebb9a6539c8420_Box%20Accordion%20by%20Ronan%20Coyle%20%E2%80%93%20DCC%20-%202020%20(20).jpg","2020",0
"181","South Dublin County Council",53.326515,-6.405545,"Julia Welc","At Home Away From Home","Dunawley Avenue, Clondalkin, Dublin.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/julia-welc","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616972750eae6966106d9747_At%20Home%20Away%20From%20Home%20by%20Julia%20Welc%20(4).jpg","2021",0
"182","Dun Laoghaire Rathdown County Council",53.293299,-6.24597,"Rebecca Gleeson","Cycle Path","Dundrum Road, Churchtown Lower, Dublin",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rebecca-gleeson","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f931bcebc0afcc1e6a41926_Cycle%20Path%20by%20Rebecca%20Gleeson%20%E2%80%93%20DLR%20%E2%80%93%202020%20(2).jpg","2020",0
"183","Dun Laoghaire Rathdown County Council",53.292318,-6.246472,"Caroline Kiersey","Flower Bed","Dundrum Road,Main Road, Dublin",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/caroline-kiersey","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92e0cd75424e72044662ff_Flower%20Bed%20by%20Caroline%20Kiersey%20%E2%80%93%20DLR%20-%202020%20(23).jpg","2020",0
"184","Dublin City Council",53.349842,-6.27983,"Antonio De Dios","Hands","Queens Street, Smithfield, Dublin 7",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/antonio-de-dios","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f69409aad669b9ad6f779_Hands%20by%20Antonio%20De%20Dios%20%20(2).jpg","2016 - 2021",1
"185","Dublin City Council",53.350012,-6.281727,"Hugh Madden","The King of Dublin's Daughter","Manor Street/Brunswick Street, Dublin 7",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-7","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e343ba4d095cb71a57a095b_Ostman%20by%20Hugh%20Madden%202018%201.jpg","2018",0
"186","Dublin City Council",53.350047,-6.281766,"Hugh Madden","Molly Malone","Cavendish Row, Dublin 1",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-10","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3550b3c623303de70e71ec_Molly%20Malone%20by%20Hugh%20Madden%20-%202016%20-%203.jpg","2016 - 2018 (Traffic signal box removed due to LUAS works)",1
"187","Dun Laoghaire Rathdown County Council",53.288841,-6.226412,"Hugh Madden","She Moves Through the Fair","Eden Park Road, Drummartin Road, Stillorgan, Dublin 14.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-12","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92f0eba8dae4c9068c2672_She%20Moves%20through%20the%20Fair%20by%20Hugh%20Madden%20-%20DLR%20-%202020%20(33).jpg","2020",0
"188","Dublin City Council",53.388187,-6.182143,"St Eithne's 2016 6th & Edel Ryan","Roots of Edenmore","Edenmore Park, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/st-eithnes-2016-6th-edel-ryan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e306a6d1b22101140a6534c_Roots%20of%20Edenmore%20by%20St%20Eithne%27s%202016%20%26%20Edel%20Ryan%20%20(1).jpg","2016 - 2021",1
"189","Dublin City Council",53.388187,-6.182143,"Veronika Genovesse","Dot mandala with Irish Map","Edenmore Park, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/veronika-genovesse","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6170300e3a3d3168a4a98595_Dot%20mandala%20with%20Irish%20Map%20by%20Veronika%20Genovesse%20(6).jpg","2021",0
"190","South Dublin County Council",53.28093,-6.297432,"Monika S.Kowalska","Be Kind to Every Kind","Edmondstown Road/Scholarstown, Ballyboden, Dublin 16.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/monika-s-kowalska-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3039c29d703b64e5c5ffe7_BE%20KIND%20TO%20EVERY%20KIND%E2%80%99%20by%20Monika%20S.Kowalska%202.jpg","2019",0
"191","Dublin City Council",53.318543,-6.241996,"Cathal Burke","Rotharian Rhythm","Eglinton Road, Milltown, Dublin 6",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-burke","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f81e2b6083e595e46e7f3_Rotharian%20Rhythm%20by%20Cathal%20Burke%20(2).jpg","2016 - 2021",1
"192","Dublin City Council",53.318543,-6.241996,"Niamh Ni Mhaoilir","Fox in a Daze","Eglinton Road, Milltown, Dublin 6",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-ni-mhaoilir","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6171af819d65869e99e0497d_%E2%80%98City%20Fox%20Daze%E2%80%99%20by%20Niamh%20Ni%20Mhaoilir%202021.jpg","2021",0
"193","Dublin City Council",53.347015,-6.283892,"Alison Watson","AAAARGH","Ellis Quay, Dublin 1",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alison-watson","","2017",0
"194","Dublin City Council",53.377353,-6.215447,"Alan Mac Arthur","Sunset Squirrel","Elm Mount Avenue/Malahide Road, Donnycarney Dublin 5",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alan-mac-arthur-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f986459825bee1c14d0d18f_%E2%80%98Sunset%20Squirrel%E2%80%99%20by%20Alan%20McArthur%20%E2%80%93%20DCC%20-%202020%20(2).jpg","2020",0
"195","Dublin City Council",53.340695,-6.312619,"Shane Ha","Deep Forest","Emmet Road , Inchicore, (college further education) Dublin 8.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-ha-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25c2e6b2b6457cc3171a7b_Deep%20Forest%20Jazz%20by%20Shane%20Ha%202.jpg","2018 - 2021",1
"196","Dublin City Council",53.34027,-6.3156,"Cathal Craughwell","Black Pearl","Emmet Road , Inchicore, (St Patricks Stadium), Dublin 8.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-craughwell-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f86c083568e9ff870c22f_Black%20Pearl%20by%20Chris%20Craughwell%202017%205.jpg","2017",0
"197","Dublin City Council",53.340532,-6.307669,"Cormac O Feinneadha","Ealu","Emmet Street/SCR junction, Kilmainham, Dublin 8.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cormac-o-feinneadha","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f99aca27f5b94295f46e990_%C3%89al%C3%BA%20by%20Cormac%20%C3%93%20Feinneadha%20-%20DCC%20-%202020%20(2).jpg","2020",0
"198","Dublin City Council",53.339379,-6.320103,"Juliette Viode","Go Nuts","Emmett Road - Inchicore - Dublin 8",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e222dc7a08af6721ab4f6d4_Go%20Nuts%20by%20Juliette%20Viode%204.jpg","2019",0
"199","Dublin City Council",53.310479,-6.289937,"Bex Sheridan","The Phonenix","Entrance to Beaumont Hospital, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/bex-sheridan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3993967f124900f51f2fc2_Hope%20by%20Bex%20Sheridan%204.jpg","2018 - 2021",1
"200","Dublin City Council",53.385673,-6.228953,"Shane Noonan","Da fhada an la¡ tagann an tra¡thnona' ('However long the day, the evening will come by'","Entrance to Beaumont Hospital, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-noonan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/617019c31262e043ce366b8e_However%20long%20the%20day%2C%20the%20evening%20will%20come%20by%20Shane%20Noonan%20(2).jpg","2021",0
"201","Dublin City Council",53.384127,-6.294375,"Anna Entrambasaguas","Dublin Buzz","Entrance to Tesco, Finglas Rd, Dublin 11",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anna-entrambasaguas-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f66517ce29f0aaa0c51ae_Dublin%20Buzz%20by%20Anna%20Entrambasaguas%203.jpg","2018",0
"202","Dublin City Council",53.324978,-6.321126,"Lynne O'Callaghan","Local Heroes","Errigal Road - Dublin 12",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/lynne-ocallaghan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27303b54abf87d17259e3d_Lynne%20O%27Callaghan%20Snip.JPG","2019",0
"203","Dublin City Council",53.3249933,-6.3211672,"Paddy Wall","When the Cats Away","Errigal Road/Drimnagh Road, Drimnagh, Dublin 12â",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/paddy-wall","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ad0e22deefc9fd8eb9f84_When%20the%20Cats%20Away%E2%80%99%20by%20Paddy%20Wall%20-%20DCC%20-%202020%20(8).jpg","2020",0
"204","South Dublin County Council",53.346501,-6.443354,"Qandeel Kafeel","Arthur Joseph Griffith","Esker Road/Arthur Griffith Park, Lucan, Dublin.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/qandeel-kafeel","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e273b7e7082824ab1b22287_Arthur%20Joseph%20Griffith%20by%20Qandeel%20Kafeel%202.jpg","2019",0
"205","Dublin City Council",53.345674,-6.265036,"Jack Field","The Dice Man","Eustace Street, Temple Bar, Dublin 2",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jack-field-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fb41ecd4046f9477257fdd5_Remember%20the%20Diceman%20by%20Jack%20Field.jpg","2018",0
"206","Dublin City Council",53.345644,-6.265022,"Nicoletta Faltracco","Starman meets the Blackstar","Eustace Street, Temple Bar, Dublin 2",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nicoletta-faltracco","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e305f321917ec4213db88d8_Starman%20meets%20the%20Blackstar%20by%20Nicoletta%20Faltracco%202016%201.jpg","2016 - 2018",1
"207","Dublin City Council",53.363496,-6.234348,"Rebecca Dolan","Bram Stoker","Fairview, Clontarf West, Dublin 3.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rebecca-dolan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9db2370d2eadafd2d5983a_Bram%20Stoker%20by%20Rebecca%20Dolan%20-%20DCC%20%E2%80%93%202020%20(3).jpg","2020",0
"208","Dublin City Council",53.350161,-6.273941,"Rachel Maher","Chris & Steve","Church Street Upper, Dublin 7",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rachel-maher-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9db116c933a09b16146ce8_Chris%20%26%20Stevie%20by%20Rachel%20Maher%20-%20DCC%20-%202020%20(2).jpg","2020",0
"209","Dublin City Council",53.350161,-6.273941,"Sarah K. Ryan","EQUALITY","Church Street Upper, Dublin 7",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sarah-k-ryan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3065b9c8d42585b27cd808_Equality%20by%20Sarah%20K.Ryan%20%20(5).jpg","2016 - 2020",1
"210","Dublin City Council",53.350205,-6.274361,"Carlos Anazco","Good Morning Dublin","North King Street/Church Street",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/carlos-anazco","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f8038fbdfd49abf6cd36f_Good%20Morning%20Dublin%20by%20Carlos%20Anazco%20(3).jpg","2016 - 2020",1
"211","Fingal County Council",53.433087,-6.176812,"Marie Armstrong","Great Day for the Drying","Feltrim Road/Malahide Road, Malahide, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/marie-armstrong","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f945eeeefe78dcd24541c8b_Great%20Day%20for%20the%20Drying%20by%20Marie%20Armstrong%20O%E2%80%99Leary%20-%20Fingal%20-%202020%20(4).jpg","2020",0
"212","South Dublin County Council",53.288648,-6.399419,"Onyedikachi Onwusor","Be Happy!","Fettercairn Cresent, Jobstown, Tallaght, Dublin 24",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/onyedikachi-onwusor","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f95e54cb68ed78886b49239_Let%20Love%20Lead%20by%20Onyedikachi%20Onwusor%20%E2%80%93%20SDCC%20-%202020%204.jpg","2020",0
"213","South Dublin County Council",53.293663,-6.394962,"Geoff Tracey","HOWYA HORSE!","Fettercairn Youth Horse Project, Tallaght, Dublin 24.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/geoff-tracey","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e270ca284b69fec1a43d38e_Howya%20Horse%20by%20Geoff%20Tracey%20.jpg","2018",0
"214","Dublin City Council",53.387279,-6.298413,"Daisy & Tracey Dalton","Ah go on","Finglas Road/Well Mount Road, Finglas,",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/daisy-tracey-dalton","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e31b2acceeebb6ff996cce2_Ah%20Go%20On%20by%20Daisy%20_%20Tacey%20Dalton%202017%204.jpg","2017",0
"215","South Dublin County Council",53.286506,-6.331228,"Aisling Grainger","Red Sun","Firhouse Road / Ballycullen Road",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aisling-grainger","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e21ac602c4935f430079bc6_Red%20Sun%20by%20Aisling%20Grainger%203.jpg","2019",0
"216","South Dublin County Council",53.287641,-6.327527,"Shauna Heron","Suburban Paradise","Firhouse Road/ Knocklyn Road, Knocklyn, Dublin 16.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shauna-heron","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27477a54abf8466926bc98_Suburban%20Paradise%20by%20Shauna%20Heron%202.jpg","2019",0
"217","Dublin City Council",53.343599,-6.270056,"Hugh Madden","Handels Messiah","Fishamble Street, Dublin 2",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-5","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e333cab6e5062036a76bdc9_Handels%20Messiah%20by%20Hugh%20Madden%202017%204.jpg","2017",0
"218","Dublin City Council",53.333301,-6.243345,"Hugh Madden","The Sheares Brother","Fitzwilliam Street, Dublin 2",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/hugh-madden-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2719ae5f16d07a4147990a_The%20Sheares%20Brothers%20by%20Hugh%20Madden%202015%20(21).jpg","2015 - 2019",1
"219","Dublin City Council",53.333301,-6.243345,"Tara Lynch","Pigeons in Love","Fitzwilliam Street, Dublin 2",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tara-lynch","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6172c62661515457fac69f2b_Pigeons%20in%20Love%20by%20Tara%20Lynch%20(3).jpg","2021",0
"220","Dublin City Council",53.332476,-6.25641,"Juliette O'Brien","Celtic Goddesses","Fitzwilliam Street, Ringsend, Dublin 4",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-obrien","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e33107584920915d489e1bd_Celtic%20Goddesses%20by%20Juliette%20O_Brien%202017%204.jpg","2017 - 2018",1
"221","Dublin City Council",53.338236,-6.247758,"Luan Castilhos","Good Morning Mr Magpie","Fitzwilliam Street/ Merrion Square, Dublin 2",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/luan-castilhos","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3049a41cb4bebbd2e675e5_Good%20Mr.Magpie%20by%20Luan%20Castilhos%202017%204.jpg","2017",0
"222","Dublin City Council",53.3240981,-6.2797355,"Claire Prouvost","Party Huns","Fleet Street. Temple Bar, Dublin 2 Unit 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-prouvost","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e221c6bf6c56d5b17e4bb41_Party%20Huns%20by%20Claire%20Prouvost%204.jpg","2019",0
"223","Dublin City Council",53.3240981,-6.2797355,"Claire Prouvost","Party Huns","Fleet Street. Temple Bar, Dublin 2 Unit 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-prouvost","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e221c6bf6c56d5b17e4bb41_Party%20Huns%20by%20Claire%20Prouvost%204.jpg","2019",0
"224","South Dublin County Council",53.316127,-6.396217,"Nicole Holbrook","All We Have....................","Fonthill Rd South/ Boots Road, Clondalkin, Dublin 22",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nicole-holbrook","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27394154abf80a02260228_All%20We%20Have%20are%20the%20Connections%20We%20Make%20by%20Nicole%20Holbrook.jpg","2019",0
"225","South Dublin County Council",53.347864,-6.390323,"Stewarts Care","Home Sweet Home","Fonthill Road / Cold Cut Road",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/stewarts-care","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e27495efe29f0a56b3671b1_Shapes%20from%20the%20Rainbow%20by%20Johny%20Doran%205.jpg","2019",0
"226","South Dublin County Council",53.314409,-6.392965,"James Kennedy","Japanese Dragon","Fonthill Road South/ New Rd, Clondalkin, Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/james-kennedy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e54082a2bce244126cd4529_Japanese%20Dragon%20by%20James%20Kennedy%202018.jpg","2018 - 2021",1
"227","South Dublin County Council",53.314409,-6.392965,"Pamela Kavanagh","Hope","Fonthill Road South/ New Road, Clondalkin, Dublin.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pamela-kavanagh","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616af88de706016036dfc98d_Hope%20by%20Pamela%20Kavanagh%20(3).jpg","2021",0
"228","South Dublin County Council",53.283428,-6.391769,"Dan Reece","The Boxer","Fortunestown Way, Whitestown, Dublin 24",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/dan-reece","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24bd3c992bfa1d912fe683_The%20Boxer%20by%20Dan%20Reece%203.jpg","2018",0
"229","Dublin City Council",53.350205,-6.274361,"Pawel Jasinski","Book Reader","North King Street/Linehall Street, Dublin 7.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pawel-jasinski-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9daee47943e0d42ab4be6c_%E2%80%98The%20Book%20Reader%E2%80%99%20by%20Pawel%20Jasinski%20%E2%80%93%20DCC%20-%202020%20(1).JPG","2020",0
"230","Dublin City Council",53.350508,-6.280972,"Ciana Spelman","Buddha in Blue","Brunswick Street, Stoneybatter, Dublin 7",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ciana-spelman-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f99a4e7f133dbd7af7e3d8a_Buddha%20in%20Blue%20by%20Cianna%20Spellman%20%E2%80%93%20DCC%20-%202020%20(5).jpg","2020",0
"231","Dublin City Council",53.350508,-6.280972,"Karen Harte","Everything Grows with Love","Brunswick Street, Stoneybatter, Dublin 7",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/karen-harte","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e332fd96fa53bc6f7cbbad9_Everything%20Grows%20with%20Love%20by%20Karen%20Harte%202017%202.jpg","2018 - 2020",1
"232","Dublin City Council",53.350572,-6.280147,"Aine Macken","Bo","North Brunswick Street, Stoneybatter, Dublin 7.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aine-macken","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f5a129eee092e376000d7_Bo%20by%20Aine%20Macken%20(8).jpg","2016 - 2018",1
"233","Dublin City Council",53.350574,-6.241094,"Ariyana Ahmad","Have a Cup of Dreams","Seville Place/ Guild Street, Dublin 3",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ariyana-ahmad-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e220e77d75902f49e173114_Have%20a%20Cup%20of%20Dreams%20by%20Ariyana%20Ahmad%202016%201.jpg","2016 - 2019",1
"234","Dublin City Council",53.350623,-6.241176,"Adri Furim","Know by Heart","Seville Place, Northwall, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/adri-furim","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f58b69aad66f13bd640e4_Love%20is%20an%20ancient%20tune%20by%20Adriana%20Furim.jpg","2018 - 2019 (Badly damaged artwork, now removed)",1
